N;Grupo;Animal;Dosagem;PA_mmHg;Desvio_PA;Ptr_cmH2O;Desvio_Ptr;Perturbacao
3230;WKY 21 Semanas Tratados;7;PBS;4,382,377,556;1,102,402,711;3,810,284,278;1,124,704,754;5
3231;WKY 21 Semanas Tratados;7;PBS;4,130,198,298;8,143,836,129;3,883,116,319;1,128,543,791;6
3232;WKY 21 Semanas Tratados;7;PBS;393,387;1,012,070,991;3,526,745,782;1,140,575,514;7
3233;WKY 21 Semanas Tratados;7;PBS;4,343,098,925;9,620,596,868;4,134,143,282;112,661,257;8
3234;WKY 21 Semanas Tratados;7;PBS;428,954;1,046,572,341;3,451,102,613;1,146,178,656;9
3235;WKY 21 Semanas Tratados;7;PBS;4,021,630,909;9,367,949,809;3,769,815,864;1,144,096,764;10
3236;WKY 21 Semanas Tratados;7;PBS;4,327,864,565;1,046,984,387;3,888,211,405;113,761,006;11
3237;WKY 21 Semanas Tratados;7;PBS;409,368;9,849,616,706;3,923,067,135;1,138,535,694;12
3238;WKY 21 Semanas Tratados;7;PBS;3,736,150,672;7,287,956,077;4,014,438,844;1,139,810,303;13
3239;WKY 21 Semanas Tratados;7;PBS;3,937,490,139;6,786,695,178;4,211,423,855;1,135,975,531;14
3240;WKY 21 Semanas Tratados;7;PBS;4,117,137,684;7,702,471,285;4,068,548,647;1,145,228,104;15
3241;WKY 21 Semanas Tratados;7;3 ug/kg;3,010,581,977;6,758,854,709;3,897,098,894;1,192,759,811;1
3242;WKY 21 Semanas Tratados;7;3 ug/kg;3,563,499,189;878,213,247;4,021,789,099;11,947,794;2
3243;WKY 21 Semanas Tratados;7;3 ug/kg;3,534,762,105;9,679,984,544;3,855,369,615;1,194,154,509;3
3244;WKY 21 Semanas Tratados;7;3 ug/kg;3,271,426,842;8,258,966,888;374,719,621;1,189,886,639;4
3245;WKY 21 Semanas Tratados;7;3 ug/kg;3,615,481,026;9,284,006,847;3,493,449,415;1,187,335,459;5
3246;WKY 21 Semanas Tratados;7;3 ug/kg;3,408,537,053;7,504,984,325;3,927,685,663;1,178,273,608;6
3247;WKY 21 Semanas Tratados;7;3 ug/kg;3,378,321,678;8,633,182,513;4,078,335,562;1,174,891,897;7
3248;WKY 21 Semanas Tratados;7;3 ug/kg;3,616,397,646;6,670,813,229;3,699,625,468;1,189,554,221;8
3249;WKY 21 Semanas Tratados;7;3 ug/kg;3,587,117,347;7,874,006,174;388,080,946;1,180,208,083;9
3250;WKY 21 Semanas Tratados;7;3 ug/kg;3,339,905,263;8,025,101,774;349,552,946;1,191,727,282;10
3251;WKY 21 Semanas Tratados;7;3 ug/kg;3,792,978,283;9,605,717,677;3,906,447,191;1,183,181,605;11
3252;WKY 21 Semanas Tratados;7;3 ug/kg;3,674,771;9,681,962,285;3,958,988,963;1,180,462,015;12
3253;WKY 21 Semanas Tratados;7;3 ug/kg;3,296,756,197;7,361,624,946;3,759,248,069;11,934,145;13
3254;WKY 21 Semanas Tratados;7;3 ug/kg;3,573,225,561;758,180,627;3,938,099,413;1,182,974,362;14
3255;WKY 21 Semanas Tratados;7;3 ug/kg;3,568,621,677;7,357,161,846;4,070,862,185;1,182,634,015;15
3256;WKY 21 Semanas Tratados;7;10 ug/kg;2,901,058,949;7,546,523,133;4,185,909,113;1,372,512,808;1
3257;WKY 21 Semanas Tratados;7;10 ug/kg;3,449,116,087;1,025,955,954;3,661,743,778;1,447,918,135;2
3258;WKY 21 Semanas Tratados;7;10 ug/kg;33,678;1,047,379,323;4,118,810,978;1,338,051,387;3
3259;WKY 21 Semanas Tratados;7;10 ug/kg;2,999,011,889;9,016,560,513;4,080,819,658;1,289,429,934;4
3260;WKY 21 Semanas Tratados;7;10 ug/kg;3,126,586,892;9,018,291,384;4,079,392,565;1,252,534,435;5
3261;WKY 21 Semanas Tratados;7;10 ug/kg;3,223,570,698;1,063,364,533;4,110,899,678;1,246,016,644;6
3262;WKY 21 Semanas Tratados;7;10 ug/kg;2,907,541,583;8,417,596,126;4,288,785,929;122,235,625;7
3263;WKY 21 Semanas Tratados;7;10 ug/kg;3,357,068,889;1,119,989,942;4,027,735,789;1,225,032,254;8
3264;WKY 21 Semanas Tratados;7;10 ug/kg;2,876,225,524;5,780,626,812;3,686,627,406;1,227,871,975;9
3265;WKY 21 Semanas Tratados;7;10 ug/kg;295,816,122;883,475,364;3,984,227,412;1,223,590,606;10
3266;WKY 21 Semanas Tratados;7;10 ug/kg;3,222,960,925;9,033,605,727;4,098,246,924;1,217,183,241;11
3267;WKY 21 Semanas Tratados;7;10 ug/kg;3,322,177,561;1,073,386,747;400,034,187;1,215,765,174;12
3268;WKY 21 Semanas Tratados;7;10 ug/kg;2,817,666,625;5,892,091,821;4,022,353,533;1,230,647,291;13
3269;WKY 21 Semanas Tratados;7;10 ug/kg;3,059,958,372;8,362,356,151;3,836,262,914;1,218,197,872;14
3270;WKY 21 Semanas Tratados;7;10 ug/kg;3,203,139,734;9,606,935,691;3,758,211,647;1,221,319,917;15
3271;WKY 21 Semanas Tratados;7;30 ug/kg;2,903,982,814;9,361,789,458;4,398,340,833;2,132,995,943;1
3272;WKY 21 Semanas Tratados;7;30 ug/kg;2,300,082,141;2,783,220,305;4,398,094,004;298,764,014;2
3273;WKY 21 Semanas Tratados;7;30 ug/kg;2,540,532,169;5,698,891,414;4,810,735,701;219,357,701;3
3274;WKY 21 Semanas Tratados;7;30 ug/kg;290,912,849;9,790,266,036;3,694,255,827;1,769,734,333;4
3275;WKY 21 Semanas Tratados;7;30 ug/kg;2,711,145,313;8,233,047,675;36,927,436;1,540,460,879;5
3276;WKY 21 Semanas Tratados;7;30 ug/kg;3,031,191,919;9,524,394,638;4,261,353,404;1,346,541,357;6
3277;WKY 21 Semanas Tratados;7;30 ug/kg;2,958,507,429;9,131,960,706;4,305,284,086;1,274,972,973;7
3278;WKY 21 Semanas Tratados;7;30 ug/kg;2,933,913,773;985,478,957;3,866,397,955;124,006,568;8
3279;WKY 21 Semanas Tratados;7;30 ug/kg;3,131,969,697;1,065,901,453;4,085,376,354;1,212,999,335;9
3280;WKY 21 Semanas Tratados;7;30 ug/kg;280,955;9,248,460,574;3,945,474,708;1,196,688,882;10
3281;WKY 21 Semanas Tratados;7;30 ug/kg;3,023,744,898;104,155,561;3,638,802,135;1,189,999,749;11
3282;WKY 21 Semanas Tratados;7;30 ug/kg;2,960,752,941;9,336,066,085;3,835,433,463;1,180,962,314;12
3283;WKY 21 Semanas Tratados;7;30 ug/kg;2,851,208,465;8,669,788,091;3,556,981,322;1,178,289,899;13
3284;WKY 21 Semanas Tratados;7;30 ug/kg;2,846,810,603;861,212,131;4,001,789,362;117,978,448;14
3285;WKY 21 Semanas Tratados;7;30 ug/kg;2,892,371,308;9,097,863,061;3,506,836,228;1,188,385,715;15
3286;WKY 21 Semanas Tratados;7;100 ug/kg;2,042,636;4,459,923,994;3,669,831,032;450,102,839;1
3287;WKY 21 Semanas Tratados;7;100 ug/kg;1,987,912,537;397,159,854;4,649,257,975;6,316,359,467;2
3288;WKY 21 Semanas Tratados;7;100 ug/kg;2,160,039,882;287,274,053;5,016,875,752;5,200,300,881;3
3289;WKY 21 Semanas Tratados;7;100 ug/kg;1,859,082,756;3,327,573,154;4,673,956,264;3,579,709,061;4
3290;WKY 21 Semanas Tratados;7;100 ug/kg;1,913,655,158;3,195,443,984;4,999,710,637;2,528,467,031;5
3291;WKY 21 Semanas Tratados;7;100 ug/kg;1,941,632,944;2,023,332,629;4,228,843,837;2,062,526,114;6
3292;WKY 21 Semanas Tratados;7;100 ug/kg;1,835,144,656;308,026,551;3,999,743,335;1,892,750,653;7
3293;WKY 21 Semanas Tratados;7;100 ug/kg;2,214,761,695;4,979,697,579;3,993,231,266;1,685,013,289;8
3294;WKY 21 Semanas Tratados;7;100 ug/kg;2,368,542,105;6,632,529,279;4,210,167,392;1,485,604,167;9
3295;WKY 21 Semanas Tratados;7;100 ug/kg;2,044,658,204;5,226,732,967;3,737,021,641;1,416,127,248;10
3296;WKY 21 Semanas Tratados;7;100 ug/kg;2,409,375,864;6,671,825,323;3,622,195,049;1,364,485,741;11
3297;WKY 21 Semanas Tratados;7;100 ug/kg;2,515,597,727;7,402,056,599;4,021,916,872;1,290,967,876;12
3298;WKY 21 Semanas Tratados;7;100 ug/kg;2,399,510,465;6,932,585,025;3,848,746,282;1,273,183,937;13
3299;WKY 21 Semanas Tratados;7;100 ug/kg;248,774;717,175,487;364,370,439;126,400,165;14
3300;WKY 21 Semanas Tratados;7;100 ug/kg;2,468,551,515;6,688,761,565;3,830,422,749;1,245,789,591;15
3301;WKY 21 Semanas Nao Tratados;10;PBS;7,772,428;5,045,684,056;3,784,949,735;1,329,248,682;1
3302;WKY 21 Semanas Nao Tratados;10;PBS;1,001,439;6,425,867,531;3,883,309,523;1,348,518,608;2
3303;WKY 21 Semanas Nao Tratados;10;PBS;1,013,776,768;631,079,652;4,138,344,829;1,358,234,118;3
3304;WKY 21 Semanas Nao Tratados;10;PBS;105,362;663,558,162;3,831,797,973;1,355,640,345;4
3305;WKY 21 Semanas Nao Tratados;10;PBS;9,974,646,465;597,563,135;367,139,134;1,381,239,646;5
3306;WKY 21 Semanas Nao Tratados;10;PBS;1,081,328;6,866,485,299;3,940,901,243;1,366,993,662;6
3307;WKY 21 Semanas Nao Tratados;10;PBS;1,110,551;7,206,245,817;3,784,160,932;1,362,798,335;7
3308;WKY 21 Semanas Nao Tratados;10;PBS;1,026,738;6,072,997,659;3,919,334,443;1,370,513,383;8
3309;WKY 21 Semanas Nao Tratados;10;PBS;1,145,063;7,897,364,303;3,799,499,097;1,379,814,335;9
3310;WKY 21 Semanas Nao Tratados;10;PBS;112,927;7,693,636,686;4,159,026,812;1,357,236,575;10
3311;WKY 21 Semanas Nao Tratados;10;PBS;107,652;6,970,097,459;375,713,475;1,378,496,934;11
3312;WKY 21 Semanas Nao Tratados;10;PBS;1,178,882;8,300,905,193;4,087,147,403;1,381,128,501;12
3313;WKY 21 Semanas Nao Tratados;10;PBS;1,072,011;6,884,081,755;4,246,547,888;1,373,216,249;13
3314;WKY 21 Semanas Nao Tratados;10;PBS;1,087,775;693,239,699;4,028,322,977;1,378,625,529;14
3315;WKY 21 Semanas Nao Tratados;10;PBS;1,122,647;7,140,742,889;389,638,483;1,367,252,283;15
3316;WKY 21 Semanas Nao Tratados;10;3 ug/kg;480,641;8,244,413,486;3,979,816,026;1,344,562,201;1
3317;WKY 21 Semanas Nao Tratados;10;3 ug/kg;546,308;8,173,114,916;4,047,380,316;1,340,131,026;2
3318;WKY 21 Semanas Nao Tratados;10;3 ug/kg;582,457;6,990,161,955;4,134,893,744;1,355,111,074;3
3319;WKY 21 Semanas Nao Tratados;10;3 ug/kg;5,567,494,949;6,391,083,453;391,952,041;135,973,152;4
3320;WKY 21 Semanas Nao Tratados;10;3 ug/kg;628,162;7,231,876,935;3,890,880,393;1,350,801,161;5
3321;WKY 21 Semanas Nao Tratados;10;3 ug/kg;633,615;6,867,744,454;4,117,592,583;1,361,417,998;6
3322;WKY 21 Semanas Nao Tratados;10;3 ug/kg;612,703;6,374,124,373;4,113,305,907;1,364,137,946;7
3323;WKY 21 Semanas Nao Tratados;10;3 ug/kg;679,437;6,681,374,179;4,068,292,915;1,378,215,865;8
3324;WKY 21 Semanas Nao Tratados;10;3 ug/kg;687,149;6,366,772,091;4,043,115,776;1,379,599,243;9
3325;WKY 21 Semanas Nao Tratados;10;3 ug/kg;662,511;6,147,082,563;4,132,552,067;1,365,208,701;10
3326;WKY 21 Semanas Nao Tratados;10;3 ug/kg;726,584;6,317,829,144;4,157,607,871;1,380,399,518;11
3327;WKY 21 Semanas Nao Tratados;10;3 ug/kg;704,965;663,439,787;3,866,267,299;1,369,759,462;12
3328;WKY 21 Semanas Nao Tratados;10;3 ug/kg;636,829;6,724,035,479;3,838,400,102;1,377,365,007;13
3329;WKY 21 Semanas Nao Tratados;10;3 ug/kg;672,479;6,570,222,587;4,108,131,833;1,378,865,252;14
3330;WKY 21 Semanas Nao Tratados;10;3 ug/kg;675,597;6,531,179,524;4,119,123,889;1,386,157,102;15
3331;WKY 21 Semanas Nao Tratados;10;10 ug/kg;429,233;7,935,959,211;4,092,681,043;1,486,553,801;1
3332;WKY 21 Semanas Nao Tratados;10;10 ug/kg;5,248,272,727;7,821,151,178;3,969,914,326;1,507,182,172;2
3333;WKY 21 Semanas Nao Tratados;10;10 ug/kg;52.22;7,310,630,365;4,049,924,498;1,466,384,008;3
3334;WKY 21 Semanas Nao Tratados;10;10 ug/kg;491,082;6,699,216,052;4,245,778,912;1,423,427,556;4
3335;WKY 21 Semanas Nao Tratados;10;10 ug/kg;553,057;6,928,744,877;4,226,562,508;1,398,870,129;5
3336;WKY 21 Semanas Nao Tratados;10;10 ug/kg;552,264;6,865,039,896;4,193,615,826;1,380,923,069;6
3337;WKY 21 Semanas Nao Tratados;10;10 ug/kg;534,127;6,802,184,565;4,043,436,352;1,391,316,642;7
3338;WKY 21 Semanas Nao Tratados;10;10 ug/kg;595,895;677,104,775;4,198,168,256;1,378,592,665;8
3339;WKY 21 Semanas Nao Tratados;10;10 ug/kg;606,379,798;6,603,367,258;397,649,511;1,392,971,906;9
3340;WKY 21 Semanas Nao Tratados;10;10 ug/kg;5,899,489,796;7,282,232,048;3,903,512,835;1,392,132,886;10
3341;WKY 21 Semanas Nao Tratados;10;10 ug/kg;608,113;6,626,346,809;3,787,628,767;1,385,229,786;11
3342;WKY 21 Semanas Nao Tratados;10;10 ug/kg;597,548;683,959,912;387,062,172;1,395,354,992;12
3343;WKY 21 Semanas Nao Tratados;10;10 ug/kg;5,626,352,264;6,679,501,399;3,748,574,738;1,394,252,961;13
3344;WKY 21 Semanas Nao Tratados;10;10 ug/kg;583,839;665,724,211;4,162,704,491;1,372,819,054;14
3345;WKY 21 Semanas Nao Tratados;10;10 ug/kg;58,587;6,507,953,409;4,152,041,501;13,826,577;15
3346;WKY 21 Semanas Nao Tratados;10;30 ug/kg;430,537;763,866,833;4,560,083,599;1,783,423,443;1
3347;WKY 21 Semanas Nao Tratados;10;30 ug/kg;472,979;8,499,141,762;4,093,234,082;2,689,106,217;2
3348;WKY 21 Semanas Nao Tratados;10;30 ug/kg;4,744,212,121;7,712,845,669;4,134,888,345;2,270,490,346;3
3349;WKY 21 Semanas Nao Tratados;10;30 ug/kg;4,435,404,143;6,789,604,052;3,837,391,773;1,742,743,734;4
3350;WKY 21 Semanas Nao Tratados;10;30 ug/kg;487,206;705,025,665;4,017,340,364;1,547,319,689;5
3351;WKY 21 Semanas Nao Tratados;10;30 ug/kg;467,373;6,734,989,274;4,218,668,749;1,470,197,216;6
3352;WKY 21 Semanas Nao Tratados;10;30 ug/kg;465,286;7,050,518,574;4,214,347,268;1,426,729,211;7
3353;WKY 21 Semanas Nao Tratados;10;30 ug/kg;498,088;6,946,627,302;4,098,904,221;1,423,747,034;8
3354;WKY 21 Semanas Nao Tratados;10;30 ug/kg;4,792,070,707;6,250,375,377;4,147,572,287;1,395,774,225;9
3355;WKY 21 Semanas Nao Tratados;10;30 ug/kg;505,686;6,957,184,648;4,090,907,876;1,395,348,359;10
3356;WKY 21 Semanas Nao Tratados;10;30 ug/kg;5,410,218,649;6,478,353,502;4,156,686,904;138,916,945;11
3357;WKY 21 Semanas Nao Tratados;10;30 ug/kg;514,149;5,767,078,019;4,204,375,141;1,382,588,367;12
3358;WKY 21 Semanas Nao Tratados;10;30 ug/kg;507,119;6,327,649,235;4,227,448,482;1,374,125,976;13
3359;WKY 21 Semanas Nao Tratados;10;30 ug/kg;4,835,856,586;6,938,714,799;3,892,974,331;1,386,480,534;14
3360;WKY 21 Semanas Nao Tratados;10;30 ug/kg;4,876,663,247;688,487,222;4,214,472,093;1,377,587,335;15
3361;WKY 21 Semanas Nao Tratados;10;100 ug/kg;502,686;9,575,330,363;4,307,738,703;351,137,272;1
3362;WKY 21 Semanas Nao Tratados;10;100 ug/kg;4,479,166,786;8,021,863,578;4,153,189,657;5,763,879,879;2
3363;WKY 21 Semanas Nao Tratados;10;100 ug/kg;4,067,952,258;8,354,910,175;4,206,828,621;4,945,560,047;3
3364;WKY 21 Semanas Nao Tratados;10;100 ug/kg;3,641,199,206;6,761,851,423;4,041,323,679;3,249,915,792;4
3365;WKY 21 Semanas Nao Tratados;10;100 ug/kg;439,293;7,646,072,109;4,239,754,631;2,357,416,754;5
3366;WKY 21 Semanas Nao Tratados;10;100 ug/kg;459,259;7,769,534,403;395,393,685;1,989,100,197;6
3367;WKY 21 Semanas Nao Tratados;10;100 ug/kg;45,338;7,436,101,129;3,893,083,108;1,761,135,285;7
3368;WKY 21 Semanas Nao Tratados;10;100 ug/kg;488,138;7,679,601,576;3,965,813,578;1,609,101,683;8
3369;WKY 21 Semanas Nao Tratados;10;100 ug/kg;4,677,714,286;7,520,518,462;4,104,480,792;1,528,047,226;9
3370;WKY 21 Semanas Nao Tratados;10;100 ug/kg;4,962,111,111;8,824,828,597;4,274,111,432;1,476,119,851;10
3371;WKY 21 Semanas Nao Tratados;10;100 ug/kg;520,971;7,617,057,585;4,246,688,331;1,449,414,511;11
3372;WKY 21 Semanas Nao Tratados;10;100 ug/kg;491,231;6,912,172,208;395,947,221;1,441,846,028;12
3373;WKY 21 Semanas Nao Tratados;10;100 ug/kg;495,285;7,301,996,596;3,846,669,164;1,422,905,223;13
3374;WKY 21 Semanas Nao Tratados;10;100 ug/kg;520,673;6,721,536,148;392,408,517;1,402,155,041;14
3375;WKY 21 Semanas Nao Tratados;10;100 ug/kg;544,044;6,978,467,795;4,299,962,082;1,385,029,418;15
3376;WKY 21 Semanas Nao Tratados;11;PBS;6,935,509,476;6,289,815,718;4,077,732,772;1,379,452,917;1
3377;WKY 21 Semanas Nao Tratados;11;PBS;81,521;7,178,568,342;4,229,809,648;1,386,840,655;2
3378;WKY 21 Semanas Nao Tratados;11;PBS;822,856;6,731,436,474;4,065,011,714;1,403,451,562;3
3379;WKY 21 Semanas Nao Tratados;11;PBS;758,506,966;5,596,563,209;4,194,658,991;1,405,490,353;4
3380;WKY 21 Semanas Nao Tratados;11;PBS;831,979;7,115,870,482;4,056,511,293;142,133,968;5
3381;WKY 21 Semanas Nao Tratados;11;PBS;831,599;6,507,018,665;4,277,562,915;140,503,458;6
3382;WKY 21 Semanas Nao Tratados;11;PBS;785,265;644,559,945;4,279,089,068;1,420,694,435;7
3383;WKY 21 Semanas Nao Tratados;11;PBS;840,751;6,774,058,583;396,417,022;1,433,214,635;8
3384;WKY 21 Semanas Nao Tratados;11;PBS;8,381,928,571;6,788,447,623;407,194,657;1,435,593,242;9
3385;WKY 21 Semanas Nao Tratados;11;PBS;819,236;654,164,013;4,204,588,531;143,012,936;10
3386;WKY 21 Semanas Nao Tratados;11;PBS;866,706;6,817,305,345;4,328,734,314;1,438,188,186;11
3387;WKY 21 Semanas Nao Tratados;11;PBS;883,056;6,854,671,683;4,239,084,935;1,440,744,408;12
3388;WKY 21 Semanas Nao Tratados;11;PBS;777,513;6,875,576,693;4,148,143,596;1,437,478,688;13
3389;WKY 21 Semanas Nao Tratados;11;PBS;8,027,626,263;6,913,181,964;4,363,331,409;1,436,282,291;14
3390;WKY 21 Semanas Nao Tratados;11;PBS;813,926;7,141,409,987;4,065,486,288;1,459,268,111;15
3391;WKY 21 Semanas Nao Tratados;11;3 ug/kg;482,801;9,842,016,145;4,372,405,202;148,408,244;1
3392;WKY 21 Semanas Nao Tratados;11;3 ug/kg;5,568,553,333;8,692,249,605;4,357,370,832;1,463,417,073;2
3393;WKY 21 Semanas Nao Tratados;11;3 ug/kg;6,079,148,837;6,943,419,951;4,455,353,224;1,469,066,488;3
3394;WKY 21 Semanas Nao Tratados;11;3 ug/kg;5,719,998,593;4,723,889,102;4,422,831,976;1,451,590,397;4
3395;WKY 21 Semanas Nao Tratados;11;3 ug/kg;668,211;799,890,231;4,374,102,407;1,464,324,403;5
3396;WKY 21 Semanas Nao Tratados;11;3 ug/kg;6,828,405,846;7,164,264,838;438,835,897;1,468,064,936;6
3397;WKY 21 Semanas Nao Tratados;11;3 ug/kg;647,143,122;6,986,492,037;4,057,262,218;1,464,783,691;7
3398;WKY 21 Semanas Nao Tratados;11;3 ug/kg;7,167,660,682;7,840,224,991;4,407,271,703;1,450,747,761;8
3399;WKY 21 Semanas Nao Tratados;11;3 ug/kg;7,226,770,732;7,434,443,933;4,420,080,529;1,450,454,325;9
3400;WKY 21 Semanas Nao Tratados;11;3 ug/kg;6,865,397,772;493,219,744;4,402,358,279;1,456,302,531;10
3401;WKY 21 Semanas Nao Tratados;11;3 ug/kg;7,510,797,674;7,320,859,886;424,656,997;1,471,333,015;11
3402;WKY 21 Semanas Nao Tratados;11;3 ug/kg;766,896;7,454,274,202;4,115,165,134;1,477,665,894;12
3403;WKY 21 Semanas Nao Tratados;11;3 ug/kg;6,847,398,565;5,773,494,303;4,250,563,814;1,461,878,518;13
3404;WKY 21 Semanas Nao Tratados;11;3 ug/kg;6,981,012,224;6,643,396,758;4,399,295,448;1,461,420,879;14
3405;WKY 21 Semanas Nao Tratados;11;3 ug/kg;7,140,362,947;6,298,601,955;4,090,722,401;1,470,711,765;15
3406;WKY 21 Semanas Nao Tratados;11;10 ug/kg;4,428,343,333;9,232,265,872;4,449,232,996;1,746,181,136;1
3407;WKY 21 Semanas Nao Tratados;11;10 ug/kg;4,965,668,677;8,925,488,588;4,476,111,035;1,816,658,388;2
3408;WKY 21 Semanas Nao Tratados;11;10 ug/kg;5,074,256,835;7,834,082,922;4,511,266,838;1,675,603,252;3
3409;WKY 21 Semanas Nao Tratados;11;10 ug/kg;4,955,135,665;6,652,795,067;4,516,326,188;1,577,420,616;4
3410;WKY 21 Semanas Nao Tratados;11;10 ug/kg;5,553,928,241;7,137,102,222;4,240,315,631;1,545,418,368;5
3411;WKY 21 Semanas Nao Tratados;11;10 ug/kg;552,471,736;6,029,121,951;442,752,587;1,525,964,515;6
3412;WKY 21 Semanas Nao Tratados;11;10 ug/kg;5,382,617,227;4,956,061,868;4,404,921,312;1,514,854,719;7
3413;WKY 21 Semanas Nao Tratados;11;10 ug/kg;6,001,712,187;7,603,037,193;4,333,325,376;1,505,576,579;8
3414;WKY 21 Semanas Nao Tratados;11;10 ug/kg;6,064,323;8,127,653,419;4,447,074,236;1,490,998,322;9
3415;WKY 21 Semanas Nao Tratados;11;10 ug/kg;5,883,692,129;6,817,559,264;4,380,584,696;1,495,816,054;10
3416;WKY 21 Semanas Nao Tratados;11;10 ug/kg;6,163,572,896;6,187,605,294;4,319,065,517;1,482,633,405;11
3417;WKY 21 Semanas Nao Tratados;11;10 ug/kg;619,608;7,752,721,605;4,331,542,824;1,492,214,335;12
3418;WKY 21 Semanas Nao Tratados;11;10 ug/kg;5,804,877,484;7,320,329,633;4,352,490,359;1,481,728,639;13
3419;WKY 21 Semanas Nao Tratados;11;10 ug/kg;5,664,716,515;4,443,782,613;4,029,657,992;1,491,029,062;14
3420;WKY 21 Semanas Nao Tratados;11;10 ug/kg;58,137,395;4,674,992,132;4,394,133,676;1,485,213,177;15
3421;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,896,342,245;8,027,935,956;4,467,279,472;2,707,731,009;1
3422;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,035,887,893;9,493,303,838;485,304,871;401,861,489;2
3423;WKY 21 Semanas Nao Tratados;11;30 ug/kg;3,999,327,313;5,179,275,728;4,398,028,985;318,087,941;3
3424;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,018,980,348;7,037,968,205;457,044,146;2,078,607,443;4
3425;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,691,887,222;9,726,940,005;430,575,847;1,753,822,033;5
3426;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,737,334,579;8,032,081,265;4,602,156,057;1,628,548,369;6
3427;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,551,548,279;8,332,168,425;448,846,345;1,577,329,921;7
3428;WKY 21 Semanas Nao Tratados;11;30 ug/kg;504,353;9,957,961,989;4,471,146,778;1,548,819,589;8
3429;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,909,496,974;8,237,001,263;4,380,518,578;1,539,966,156;9
3430;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,466,192,532;4,774,664,162;4,447,312,325;1,511,077,742;10
3431;WKY 21 Semanas Nao Tratados;11;30 ug/kg;5,220,706,842;935,489,641;435,130,742;1,500,632,535;11
3432;WKY 21 Semanas Nao Tratados;11;30 ug/kg;5,321,188,333;8,365,062,043;4,235,943,201;149,669,502;12
3433;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,852,880,974;5,579,646,069;4,287,219,625;1,489,210,179;13
3434;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,672,715,656;7,853,761,951;4,376,641,807;1,480,079,079;14
3435;WKY 21 Semanas Nao Tratados;11;30 ug/kg;4,655,513,611;784,036,395;418,405,889;1,478,929,339;15
3436;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,038,496,344;5,596,074,942;4,704,177,446;4,688,218,029;1
3437;WKY 21 Semanas Nao Tratados;11;100 ug/kg;3,886,361,064;8,069,971,507;4,706,831,428;8,000,261,342;2
3438;WKY 21 Semanas Nao Tratados;11;100 ug/kg;3,179,451,256;4,252,101,987;4,511,386,496;775,072,265;3
3439;WKY 21 Semanas Nao Tratados;11;100 ug/kg;2,869,494,329;3,855,338,044;514,732;4,697,605,809;4
3440;WKY 21 Semanas Nao Tratados;11;100 ug/kg;3,467,511,282;7,255,811,088;4,916,161,698;2,946,678,029;5
3441;WKY 21 Semanas Nao Tratados;11;100 ug/kg;3,923,413,636;8,867,890,594;466,800,845;2,311,267,519;6
3442;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,073,926,222;8,908,576,808;4,583,223,887;1,971,619,993;7
3443;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,527,647,907;9,513,514,334;4,660,188,244;1,808,363,545;8
3444;WKY 21 Semanas Nao Tratados;11;100 ug/kg;45,018;9,395,736,192;4,570,517,858;1,726,689,083;9
3445;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,435,731,429;9,026,084,702;454,551,587;1,644,614,596;10
3446;WKY 21 Semanas Nao Tratados;11;100 ug/kg;474,297;9,498,327,067;4,469,252,204;1,614,264,764;11
3447;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,585,097,043;815,846,727;4,448,592,344;1,580,608,823;12
3448;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,703,514,447;8,823,277,618;44,606,095;1,559,323,061;13
3449;WKY 21 Semanas Nao Tratados;11;100 ug/kg;4,989,051,467;8,032,833,499;4,517,518,522;1,544,047,934;14
3450;WKY 21 Semanas Nao Tratados;11;100 ug/kg;5,188,469,767;8,690,304,965;4,532,358,538;1,523,122,031;15
3451;WKY 21 Semanas Nao Tratados;12;PBS;6,480,312,973;8,696,841,258;3,839,717,975;1,229,531,972;1
3452;WKY 21 Semanas Nao Tratados;12;PBS;7,965,181,343;6,236,428,979;4,004,633,198;1,245,983,752;2
3453;WKY 21 Semanas Nao Tratados;12;PBS;8,139,142,857;726,756,766;3,895,119,211;1,255,070,222;3
3454;WKY 21 Semanas Nao Tratados;12;PBS;790,376,875;7,167,822,787;4,146,991,923;1,257,178,063;4
3455;WKY 21 Semanas Nao Tratados;12;PBS;832,144;6,725,981,483;3,955,002,971;126,179,736;5
3456;WKY 21 Semanas Nao Tratados;12;PBS;813,928,225;6,673,173,659;4,039,530,973;1,270,669,128;6
3457;WKY 21 Semanas Nao Tratados;12;PBS;847,479;7,997,745,806;3,992,415,125;1,272,775,072;7
