N;Grupo;Animal;Dosagem;PA_mmHg;Desvio_PA;Ptr_cmH2O;Desvio_Ptr;Perturbacao
242;SHR 17 Semanas Tratados;4;3 ug/kg;710,958;1,054,810,349;3,160,907,311;0.689252704;2
243;SHR 17 Semanas Tratados;4;3 ug/kg;689,794;1,102,957,904;3,115,789,034;0.690062196;3
244;SHR 17 Semanas Tratados;4;3 ug/kg;7,604,641,511;6,738,130,015;3,164,153,003;0.685226107;4
245;SHR 17 Semanas Tratados;4;3 ug/kg;782,752;1,057,662,025;3,150,949,217;0.683869088;5
246;SHR 17 Semanas Tratados;4;3 ug/kg;8,367,960,602;8,294,402,054;3,088,885,509;0.689122308;6
247;SHR 17 Semanas Tratados;4;3 ug/kg;846,964;1,023,968,597;3,140,593,995;0.683315801;7
248;SHR 17 Semanas Tratados;4;3 ug/kg;9,010,868,687;1,005,125,128;3,113,166,971;0.694001111;8
249;SHR 17 Semanas Tratados;4;3 ug/kg;891,216;102,283,943;3,171,489,164;0.680382051;9
250;SHR 17 Semanas Tratados;4;3 ug/kg;932,202;9,984,522,138;3,102,988,903;0.692616817;10
251;SHR 17 Semanas Tratados;4;3 ug/kg;9,193,333,333;9,680,973,766;309,568,342;0.693871716;11
252;SHR 17 Semanas Tratados;4;3 ug/kg;9,430,428,571;9,623,167,063;3,108,936,554;0.695161879;12
253;SHR 17 Semanas Tratados;4;3 ug/kg;9,306,191,919;1,015,376,623;315,838,329;0.692746164;13
254;SHR 17 Semanas Tratados;4;3 ug/kg;943,588;9,888,320,146;3,141,307,441;0.686142337;14
255;SHR 17 Semanas Tratados;4;3 ug/kg;9,202,268,041;1,015,211,283;3,162,506,658;0.69614647;15
256;SHR 17 Semanas Tratados;4;10 ug/kg;5,190,705,415;9,641,008,082;3,278,506,919;0.889626891;1
257;SHR 17 Semanas Tratados;4;10 ug/kg;5,773,475,718;6,772,900,816;3,304,986,162;0.834881207;2
258;SHR 17 Semanas Tratados;4;10 ug/kg;6,132,776,406;1,047,107,673;3,256,132,507;0.757614737;3
259;SHR 17 Semanas Tratados;4;10 ug/kg;6,641,276,889;1,103,029,639;3,191,431,984;0.721819852;4
260;SHR 17 Semanas Tratados;4;10 ug/kg;6,821,144,064;1,091,401,294;3,181,336,945;0.719093936;5
261;SHR 17 Semanas Tratados;4;10 ug/kg;724,018,234;1,087,071,116;3,186,637,728;0.706071875;6
262;SHR 17 Semanas Tratados;4;10 ug/kg;7,294,810,544;8,988,151,469;317,750,483;0.71518868;7
263;SHR 17 Semanas Tratados;4;10 ug/kg;7,723,225;9,606,211,125;316,495;0.704181592;8
264;SHR 17 Semanas Tratados;4;10 ug/kg;7,819,574,167;9,310,275,503;3,119,309,138;0.717857984;9
265;SHR 17 Semanas Tratados;4;10 ug/kg;805,064;1,033,530,162;3,164,508,747;0.711561017;10
266;SHR 17 Semanas Tratados;4;10 ug/kg;8,162,788,134;106,365,977;3,167,385,901;0.71395237;11
267;SHR 17 Semanas Tratados;4;10 ug/kg;824,942;1,019,805,311;3,186,882,245;0.711699303;12
268;SHR 17 Semanas Tratados;4;10 ug/kg;8,294,512,444;1,032,064,055;3,089,325,457;0.721933245;13
269;SHR 17 Semanas Tratados;4;10 ug/kg;8,231,007,331;8,759,191,886;3,128,315,796;0.72186366;14
270;SHR 17 Semanas Tratados;4;10 ug/kg;8,320,515,556;9,647,734,313;316,978,564;0.715266891;15
271;SHR 17 Semanas Tratados;4;30 ug/kg;5,227,955,656;1,133,521,692;3,546,961,949;1,762,970,082;1
272;SHR 17 Semanas Tratados;4;30 ug/kg;5,218,596,453;6,685,278,074;4,142,983,662;1,722,419,136;2
273;SHR 17 Semanas Tratados;4;30 ug/kg;5,407,318,158;9,695,964,489;3,596,842,794;1,054,716,892;3
274;SHR 17 Semanas Tratados;4;30 ug/kg;597,351;114,506,715;3,359,992,298;0.875325499;4
275;SHR 17 Semanas Tratados;4;30 ug/kg;6,025,069,286;1,123,749,001;3,235,117,885;0.812370082;5
276;SHR 17 Semanas Tratados;4;30 ug/kg;622,659;1,202,884,161;3,271,350,522;0.789983013;6
277;SHR 17 Semanas Tratados;4;30 ug/kg;638,513;1,103,549,944;3,274,358,094;0.758106019;7
278;SHR 17 Semanas Tratados;4;30 ug/kg;6,606,565,909;1,003,191,985;326,864,282;0.758723747;8
279;SHR 17 Semanas Tratados;4;30 ug/kg;667,560,073;8,730,714,056;3,218,015,405;0.764698787;9
280;SHR 17 Semanas Tratados;4;30 ug/kg;7,093,916,975;9,983,930,211;3,268,881,201;0.757485902;10
281;SHR 17 Semanas Tratados;4;30 ug/kg;7,242,080,808;1,064,032,249;3,275,294,909;0.751716794;11
282;SHR 17 Semanas Tratados;4;30 ug/kg;7,279,991,289;9,980,648,703;3,275,797,389;0.757489196;12
283;SHR 17 Semanas Tratados;4;30 ug/kg;741,585;1,029,618,046;3,261,915,405;0.758305582;13
284;SHR 17 Semanas Tratados;4;30 ug/kg;760,516;1,021,243,535;3,263,323,368;0.753113386;14
285;SHR 17 Semanas Tratados;4;30 ug/kg;7,615,475,854;9,723,860,492;3,283,755,875;0.756190213;15
286;SHR 17 Semanas Tratados;4;100 ug/kg;4,971,595,801;10,927,466;4,105,941,551;3,098,647,887;1
287;SHR 17 Semanas Tratados;4;100 ug/kg;4,437,966,109;7,179,218,002;5,467,807,913;2,680,107,597;2
288;SHR 17 Semanas Tratados;4;100 ug/kg;4,194,105,698;5,267,628,536;4,586,686,671;1,803,127,027;3
289;SHR 17 Semanas Tratados;4;100 ug/kg;4,992,815,714;1,317,062,426;3,887,291,854;1,309,088,198;4
290;SHR 17 Semanas Tratados;4;100 ug/kg;5,250,662,979;1,082,526,482;3,721,674,282;1,076,316,637;5
291;SHR 17 Semanas Tratados;4;100 ug/kg;573,292;1,204,470,039;3,543,729,896;0.958461987;6
292;SHR 17 Semanas Tratados;4;100 ug/kg;58,238;1,192,974,138;3,536,933,029;0.910974244;7
293;SHR 17 Semanas Tratados;4;100 ug/kg;6,045,655,535;1,236,568,613;3,436,055,744;0.873141218;8
294;SHR 17 Semanas Tratados;4;100 ug/kg;609,104;1,169,288,396;3,466,789,556;0.858008806;9
295;SHR 17 Semanas Tratados;4;100 ug/kg;6,356,468,563;1,107,105,996;3,440,613,316;0.848441268;10
296;SHR 17 Semanas Tratados;4;100 ug/kg;66,068;1,115,520,244;3,427,090,731;0.837195462;11
297;SHR 17 Semanas Tratados;4;100 ug/kg;6,823,459,184;1,109,053,522;3,455,028,982;0.835021299;12
298;SHR 17 Semanas Tratados;4;100 ug/kg;70,558;1,095,663,159;3,449,505,744;0.830566751;13
299;SHR 17 Semanas Tratados;4;100 ug/kg;7,319,030,303;1,123,622,517;3,420,272,193;0.829355267;14
300;SHR 17 Semanas Tratados;4;100 ug/kg;7,458,979,798;1,040,601,357;3,417,777,415;0.839338762;15
301;SHR 17 Semanas Tratados;5;PBS;7,353,258,831;7,039,509,288;3,666,362,272;0.728669358;1
302;SHR 17 Semanas Tratados;5;PBS;8,021,084,316;9,613,756,346;3,688,932,637;0.731319026;2
303;SHR 17 Semanas Tratados;5;PBS;7,989,876,216;9,215,663,167;3,710,414,621;0.734332102;3
304;SHR 17 Semanas Tratados;5;PBS;8,237,706,349;1,022,636,902;3,687,616,449;0.737351604;4
305;SHR 17 Semanas Tratados;5;PBS;8,116,574,467;9,200,515,206;3,678,272,063;0.737603472;5
306;SHR 17 Semanas Tratados;5;PBS;826,342;1,028,126,571;3,618,471,018;0.742112622;6
307;SHR 17 Semanas Tratados;5;PBS;8,370,565,657;1,045,336,985;3,648,598,433;0.740669094;7
308;SHR 17 Semanas Tratados;5;PBS;8,353,362,374;1,046,990,588;3,632,804,047;0.739755211;8
309;SHR 17 Semanas Tratados;5;PBS;8,256,568,378;9,218,879,186;3,567,636,945;0.746992993;9
310;SHR 17 Semanas Tratados;5;PBS;8,240,808,627;9,145,899,509;3,699,399,217;0.739180508;10
311;SHR 17 Semanas Tratados;5;PBS;8,043,955,173;7,425,939,005;3,671,333,681;0.747116266;11
312;SHR 17 Semanas Tratados;5;PBS;8,238,206,956;8,792,201,298;3,610,718,799;0.749156271;12
313;SHR 17 Semanas Tratados;5;PBS;8,130,711,276;8,837,623,887;3,700,559,399;0.749229652;13
314;SHR 17 Semanas Tratados;5;PBS;8,268,884,771;9,661,827,501;3,601,484,465;0.743303872;14
315;SHR 17 Semanas Tratados;5;PBS;8,189,191,053;9,425,998,305;3,670,006,266;0.742024248;15
316;SHR 17 Semanas Tratados;5;3 ug/kg;5,629,033,334;106,793,994;3,668,604,308;0.758538077;1
317;SHR 17 Semanas Tratados;5;3 ug/kg;6,578,059,069;1,017,043,907;3,721,014,883;0.749814377;2
318;SHR 17 Semanas Tratados;5;3 ug/kg;70,254,768;9,630,154,225;3,706,800,783;0.756347951;3
319;SHR 17 Semanas Tratados;5;3 ug/kg;7,465,661,739;9,978,700,385;3,708,863,969;0.756064312;4
320;SHR 17 Semanas Tratados;5;3 ug/kg;784,812,383;9,498,599,678;3,606,315,405;0.761435366;5
321;SHR 17 Semanas Tratados;5;3 ug/kg;8,206,966,916;8,647,659,952;3,676,557,441;0.748993464;6
322;SHR 17 Semanas Tratados;5;3 ug/kg;8,643,426,863;1,025,242,888;3,696,105,091;0.74839538;7
323;SHR 17 Semanas Tratados;5;3 ug/kg;8,812,287,551;8,693,879,642;3,612,137,728;0.761403218;8
324;SHR 17 Semanas Tratados;5;3 ug/kg;9,127,963,513;9,697,671,157;3,741,585,248;0.750570006;9
325;SHR 17 Semanas Tratados;5;3 ug/kg;9,400,177,857;9,270,161,112;3,743,735,117;0.761878463;10
326;SHR 17 Semanas Tratados;5;3 ug/kg;94,962,964;953,758,688;3,743,988,251;0.757874328;11
327;SHR 17 Semanas Tratados;5;3 ug/kg;9,727,918,039;9,469,632,932;3,701,002,219;0.758805454;12
328;SHR 17 Semanas Tratados;5;3 ug/kg;993,791;1,018,237,764;3,715,113,708;0.758448415;13
329;SHR 17 Semanas Tratados;5;3 ug/kg;1,010,351,515;9,888,016,388;3,607,398,564;0.770211406;14
330;SHR 17 Semanas Tratados;5;3 ug/kg;1,018,135;9,600,499,395;3,687,646,736;0.760197926;15
331;SHR 17 Semanas Tratados;5;10 ug/kg;5,164,272,683;5,303,382,236;3,849,003,916;0.985682952;1
332;SHR 17 Semanas Tratados;5;10 ug/kg;5,226,275,924;4,250,347,446;3,850,611,619;0.947867722;2
333;SHR 17 Semanas Tratados;5;10 ug/kg;6,029,354,043;1,288,322,935;3,806,888,381;0.827882664;3
334;SHR 17 Semanas Tratados;5;10 ug/kg;5,992,269,223;8,889,012,383;3,773,601,567;0.802115525;4
335;SHR 17 Semanas Tratados;5;10 ug/kg;64,856;1,172,363,821;3,751,836,292;0.788448221;5
336;SHR 17 Semanas Tratados;5;10 ug/kg;6,314,322,662;5,891,653,647;3,735,644,125;0.777519822;6
337;SHR 17 Semanas Tratados;5;10 ug/kg;6,895,047,743;926,719,009;3,647,643,603;0.78857004;7
338;SHR 17 Semanas Tratados;5;10 ug/kg;7,125,162,163;8,235,515,346;3,735,328,851;0.775842194;8
339;SHR 17 Semanas Tratados;5;10 ug/kg;7,414,219,125;9,036,011,503;3,673,657,963;0.783853036;9
340;SHR 17 Semanas Tratados;5;10 ug/kg;7,591,501,442;8,839,217,836;3,647,402,219;0.790810769;10
341;SHR 17 Semanas Tratados;5;10 ug/kg;7,739,465,513;8,937,471,512;3,672,271,279;0.782973842;11
342;SHR 17 Semanas Tratados;5;10 ug/kg;7,714,650,057;7,192,012,808;3,741,389,556;0.782371504;12
343;SHR 17 Semanas Tratados;5;10 ug/kg;7,875,509,545;7,679,964,721;3,778,867,493;0.782608729;13
344;SHR 17 Semanas Tratados;5;10 ug/kg;8,164,683,215;9,009,714,894;3,664,871,018;0.793449476;14
345;SHR 17 Semanas Tratados;5;10 ug/kg;8,321,781,859;1,002,288,375;3,709,936,554;0.784196461;15
346;SHR 17 Semanas Tratados;5;30 ug/kg;4,999,739,506;9,309,263,547;4,058,202,185;1,804,768,111;1
347;SHR 17 Semanas Tratados;5;30 ug/kg;4,836,992,768;6,883,783,781;4,442,126,651;1,794,343,547;2
348;SHR 17 Semanas Tratados;5;30 ug/kg;5,077,144,242;9,500,322,381;3,904,617,232;1,047,251,315;3
349;SHR 17 Semanas Tratados;5;30 ug/kg;5,373,433,475;1,041,423,683;3,818,417,102;0.892312244;4
350;SHR 17 Semanas Tratados;5;30 ug/kg;5,473,955,511;869,217,114;3,739,222,454;0.848289836;5
351;SHR 17 Semanas Tratados;5;30 ug/kg;5,648,004,444;8,990,022,555;3,812,126,501;0.818634047;6
352;SHR 17 Semanas Tratados;5;30 ug/kg;5,856,862,201;8,872,404,829;3,809,069,843;0.809211688;7
353;SHR 17 Semanas Tratados;5;30 ug/kg;6,211,813,333;8,893,614,876;3,801,902,219;0.802061891;8
354;SHR 17 Semanas Tratados;5;30 ug/kg;6,563,917,065;1,007,957,167;3,783,503,264;0.803834902;9
355;SHR 17 Semanas Tratados;5;30 ug/kg;6,669,649,248;8,735,037,464;3,724,628,198;0.801782222;10
356;SHR 17 Semanas Tratados;5;30 ug/kg;6,834,046,117;8,847,749,252;3,796,093,081;0.799651517;11
357;SHR 17 Semanas Tratados;5;30 ug/kg;707,252;1,076,261,707;3,691,898,042;0.806572227;12
358;SHR 17 Semanas Tratados;5;30 ug/kg;6,914,074,479;7,366,094,263;3,799,728,068;0.800845229;13
359;SHR 17 Semanas Tratados;5;30 ug/kg;7,210,450,533;9,215,943,088;3,661,441,645;0.812253327;14
360;SHR 17 Semanas Tratados;5;30 ug/kg;7,249,717,488;9,040,704,556;3,801,963,708;0.803457546;15
361;SHR 17 Semanas Tratados;5;100 ug/kg;4,401,890,137;7,958,724,968;4,523,666,339;3,169,490,651;1
362;SHR 17 Semanas Tratados;5;100 ug/kg;4,006,573,214;5,809,843,588;5,952,314,086;2,930,723,668;2
363;SHR 17 Semanas Tratados;5;100 ug/kg;3,975,144,895;7,149,976,707;534,106,077;2,177,499,161;3
364;SHR 17 Semanas Tratados;5;100 ug/kg;4,032,057,379;9,026,150,121;4,608,251,984;154,975,349;4
365;SHR 17 Semanas Tratados;5;100 ug/kg;4,249,360,969;1,084,260,223;428,090,248;1,200,241,769;5
366;SHR 17 Semanas Tratados;5;100 ug/kg;4,506,136,011;1,155,595,082;4,067,375,849;1,041,542,645;6
367;SHR 17 Semanas Tratados;5;100 ug/kg;48,222;1,238,448,598;4,050,377,154;0.965214997;7
368;SHR 17 Semanas Tratados;5;100 ug/kg;4,739,064,332;103,637,347;3,959,986,945;0.919008857;8
369;SHR 17 Semanas Tratados;5;100 ug/kg;4,910,695,581;1,168,026,843;3,945,478,851;0.8928963;9
370;SHR 17 Semanas Tratados;5;100 ug/kg;504,186,376;1,287,674,561;3,933,203,264;0.874253092;10
371;SHR 17 Semanas Tratados;5;100 ug/kg;5,104,485,814;1,246,363,054;3,967,780,418;0.867251756;11
372;SHR 17 Semanas Tratados;5;100 ug/kg;5,161,144,038;1,184,777,064;3,963,952,872;0.85128429;12
373;SHR 17 Semanas Tratados;5;100 ug/kg;533,312;125,232,166;3,967,000,783;0.849584459;13
374;SHR 17 Semanas Tratados;5;100 ug/kg;5,238,669,211;1,084,374,772;3,946,898,695;0.847101206;14
375;SHR 17 Semanas Tratados;5;100 ug/kg;562,543;121,925,229;3,857,419,452;0.853002337;15
376;SHR 17 Semanas Tratados;6;PBS;9,077,140,769;1,355,731,098;3,040,094,648;0.686512194;1
377;SHR 17 Semanas Tratados;6;PBS;9,787,946,923;1,307,258,005;3,094,044,517;0.686173828;2
378;SHR 17 Semanas Tratados;6;PBS;9,968,445;1,334,793,747;3,075,678,329;0.688108195;3
379;SHR 17 Semanas Tratados;6;PBS;1,025,535;1,382,103,903;3,050,448,956;0.702810797;4
380;SHR 17 Semanas Tratados;6;PBS;1,021,494,136;1,340,120,432;2,985,765,535;0.698743135;5
381;SHR 17 Semanas Tratados;6;PBS;1,032,986,943;1,369,186,986;3,061,747,389;0.698452166;6
382;SHR 17 Semanas Tratados;6;PBS;1,042,944,898;1,427,310,058;3,087,474,151;0.708482766;7
383;SHR 17 Semanas Tratados;6;PBS;1,046,378;1,392,192,418;3,070,267,232;0.706094182;8
384;SHR 17 Semanas Tratados;6;PBS;1,040,323;1,359,896,252;3,054,557,963;0.694199022;9
385;SHR 17 Semanas Tratados;6;PBS;1,053,416;1,336,162,852;2,965,544,125;0.707800866;10
386;SHR 17 Semanas Tratados;6;PBS;1,049,916;1,374,474,443;30,624,953;0.709921781;11
387;SHR 17 Semanas Tratados;6;PBS;1,053,873;1,339,747,872;3,036,642,167;0.697256604;12
388;SHR 17 Semanas Tratados;6;PBS;1,056,383;1,370,742,872;3,060,541,775;0.705310833;13
389;SHR 17 Semanas Tratados;6;PBS;1,058,031,313;1,318,287,275;3,033,184,334;0.702753718;14
390;SHR 17 Semanas Tratados;6;PBS;105,888,985;1,352,156,715;3,095,213,969;0.706498939;15
391;SHR 17 Semanas Tratados;6;3 ug/kg;676,145,935;1,430,172,539;3,081,918,277;0.697979295;1
392;SHR 17 Semanas Tratados;6;3 ug/kg;7,457,030,773;1,329,401,807;3,098,965,796;0.705213131;2
393;SHR 17 Semanas Tratados;6;3 ug/kg;8,038,452,727;1,281,765,302;3,090,716,971;0.707527887;3
394;SHR 17 Semanas Tratados;6;3 ug/kg;865,652;1,389,292,804;3,032,894,517;0.697591493;4
395;SHR 17 Semanas Tratados;6;3 ug/kg;8,837,259,778;1,244,343,432;3,036,550,522;0.711226571;5
396;SHR 17 Semanas Tratados;6;3 ug/kg;9,186,129,512;1,228,861,212;2,982,833,159;0.707526159;6
397;SHR 17 Semanas Tratados;6;3 ug/kg;9,624,777,778;1,357,725,804;2,989,124,413;0.704156355;7
398;SHR 17 Semanas Tratados;6;3 ug/kg;989,068;1,280,819,079;3,044,143,081;0.707965777;8
399;SHR 17 Semanas Tratados;6;3 ug/kg;1,013,463;1,346,363,375;3,095,380,679;0.698856747;9
400;SHR 17 Semanas Tratados;6;3 ug/kg;1,030,463,795;1,238,653,976;2,996,588,512;0.714458157;10
401;SHR 17 Semanas Tratados;6;3 ug/kg;1,051,796;1,267,831,354;3,067,031,593;0.707264347;11
402;SHR 17 Semanas Tratados;6;3 ug/kg;1,072,919,192;1,301,475,518;308,179,047;0.704640398;12
403;SHR 17 Semanas Tratados;6;3 ug/kg;1,090,028,283;1,320,257,883;3,085,374,413;0.70358111;13
404;SHR 17 Semanas Tratados;6;3 ug/kg;1,106,949,495;1,295,982,776;3,080,581,984;0.703016839;14
405;SHR 17 Semanas Tratados;6;3 ug/kg;1,123,898;1,297,428,116;3,010,610,574;0.717878015;15
406;SHR 17 Semanas Tratados;6;10 ug/kg;6,733,959,596;1,832,907,593;3,178,138,512;0.791286379;1
407;SHR 17 Semanas Tratados;6;10 ug/kg;6,703,277,263;1,452,711,257;3,061,747,911;0.78186131;2
408;SHR 17 Semanas Tratados;6;10 ug/kg;72.02;1,685,233,911;3,081,855,091;0.744211109;3
409;SHR 17 Semanas Tratados;6;10 ug/kg;7,511,888,542;1,564,994,071;3,057,248,825;0.732418931;4
410;SHR 17 Semanas Tratados;6;10 ug/kg;7,679,935,455;1,356,954,001;3,002,430,026;0.727875845;5
411;SHR 17 Semanas Tratados;6;10 ug/kg;8,178,271,064;1,377,740,273;3,074,696,997;0.716071384;6
412;SHR 17 Semanas Tratados;6;10 ug/kg;855,125;1,328,966,519;3,118,604,308;0.718342671;7
413;SHR 17 Semanas Tratados;6;10 ug/kg;9,007,222,222;1,386,236,099;3,013,256,266;0.713131762;8
414;SHR 17 Semanas Tratados;6;10 ug/kg;921,337;1,366,141,804;3,090,930,679;0.718861186;9
415;SHR 17 Semanas Tratados;6;10 ug/kg;9,419,897,917;1,335,919,865;3,098,107,833;0.713437971;10
416;SHR 17 Semanas Tratados;6;10 ug/kg;9,604,534,301;1,337,421,702;3,046,463,316;0.718230138;11
417;SHR 17 Semanas Tratados;6;10 ug/kg;9,819,849,149;1,329,510,927;3,030,465,013;0.718242207;12
418;SHR 17 Semanas Tratados;6;10 ug/kg;1,005,147;1,337,876,596;3,041,603,264;0.717142411;13
419;SHR 17 Semanas Tratados;6;10 ug/kg;1,023,559,596;1,330,798,095;3,014,560,966;0.719937466;14
420;SHR 17 Semanas Tratados;6;10 ug/kg;1,035,688;1,333,679,578;3,076,511,749;0.719976759;15
421;SHR 17 Semanas Tratados;6;30 ug/kg;6,211,557,792;1,488,192,453;3,256,009,548;1,271,759,237;1
422;SHR 17 Semanas Tratados;6;30 ug/kg;5,941,825,325;1,312,959,592;3,592,790,339;134,582,509;2
423;SHR 17 Semanas Tratados;6;30 ug/kg;6,183,262,973;146,746,643;3,252,751,828;0.922034721;3
424;SHR 17 Semanas Tratados;6;30 ug/kg;6,481,001,994;1,442,639,443;3,143,970,757;0.805281818;4
425;SHR 17 Semanas Tratados;6;30 ug/kg;6,800,094,458;144,301,482;3,084,390,862;0.77444999;5
426;SHR 17 Semanas Tratados;6;30 ug/kg;710,835;1,478,489,991;3,141,828,982;0.753167297;6
427;SHR 17 Semanas Tratados;6;30 ug/kg;7,306,164,342;1,270,581,114;3,080,491,514;0.736462983;7
428;SHR 17 Semanas Tratados;6;30 ug/kg;7,668,286,842;1,298,793,896;3,035,678,982;0.74166101;8
429;SHR 17 Semanas Tratados;6;30 ug/kg;7,919,193,798;1,234,484,934;3,030,002,089;0.741261586;9
430;SHR 17 Semanas Tratados;6;30 ug/kg;821,126;1,325,612,019;3,051,608,877;0.736123939;10
431;SHR 17 Semanas Tratados;6;30 ug/kg;839,882;1,321,199,611;3,020,876,501;0.740500903;11
432;SHR 17 Semanas Tratados;6;30 ug/kg;8,509,909,091;1,413,833,954;3,087,586,684;0.734153839;12
433;SHR 17 Semanas Tratados;6;30 ug/kg;853,996;1,188,232,024;3,107,540,339;0.733722669;13
434;SHR 17 Semanas Tratados;6;30 ug/kg;8,748,689,231;1,325,695,773;3,153,458,225;0.736684125;14
435;SHR 17 Semanas Tratados;6;30 ug/kg;8,926,715,641;1,268,040,319;315,843,329;0.737086441;15
436;SHR 17 Semanas Tratados;6;100 ug/kg;5,268,205,606;1,205,157,703;3,730,502,445;2,822,206,964;1
437;SHR 17 Semanas Tratados;6;100 ug/kg;4,934,193,902;1,449,216,829;5,291,595,063;274,698,287;2
438;SHR 17 Semanas Tratados;6;100 ug/kg;4,657,614,308;9,721,307,691;4,635,727,482;1,933,318,681;3
439;SHR 17 Semanas Tratados;6;100 ug/kg;517,989;149,791,898;3,905,952,807;1,323,692,972;4
440;SHR 17 Semanas Tratados;6;100 ug/kg;5,349,242,424;1,417,464,559;354,796,658;1,028,938,922;5
441;SHR 17 Semanas Tratados;6;100 ug/kg;569,967;1,446,975,788;3,410,805,091;0.916635483;6
442;SHR 17 Semanas Tratados;6;100 ug/kg;602,088;1,515,523,061;3,305,633,159;0.860524801;7
443;SHR 17 Semanas Tratados;6;100 ug/kg;6,153,979,798;1,537,305,196;3,275,232,245;0.836456828;8
444;SHR 17 Semanas Tratados;6;100 ug/kg;6,208,641,835;1,465,714,312;3,279,818,016;0.819884106;9
445;SHR 17 Semanas Tratados;6;100 ug/kg;6,388,590,408;1,499,388,796;328,626,893;0.805652228;10
446;SHR 17 Semanas Tratados;6;100 ug/kg;653,874;1,505,006,545;3,282,287,859;0.794322842;11
447;SHR 17 Semanas Tratados;6;100 ug/kg;660,365,636;1,481,253,822;3,211,267,755;0.799271525;12
448;SHR 17 Semanas Tratados;6;100 ug/kg;6,801,116,582;146,244,981;3,238,168,277;0.787558649;13
449;SHR 17 Semanas Tratados;6;100 ug/kg;6,933,363,636;1,469,546,733;3,230,707,702;0.78158648;14
450;SHR 17 Semanas Tratados;6;100 ug/kg;708,434;1,500,807,017;3,218,720,888;0.785481499;15
451;SHR 17 Semanas Tratados;7;PBS;797,176;8,865,987,798;3,534,107,441;0.670290596;1
452;SHR 17 Semanas Tratados;7;PBS;791,344;8,850,914,273;3,633,224,151;0.678934982;2
453;SHR 17 Semanas Tratados;7;PBS;792,789;8,714,506,876;3,637,419,321;0.683382854;3
454;SHR 17 Semanas Tratados;7;PBS;8,097,808,081;8,715,254,592;3,644,343,081;0.690246738;4
455;SHR 17 Semanas Tratados;7;PBS;80,799;9,042,354,826;3,602,358,486;0.681936626;5
456;SHR 17 Semanas Tratados;7;PBS;80.85;861,150,323;3,525,895,039;0.688023354;6
457;SHR 17 Semanas Tratados;7;PBS;806,042;8,716,750,643;3,614,396,997;0.690354484;7
458;SHR 17 Semanas Tratados;7;PBS;8,041,858,974;8,608,341,489;3,571,333,159;0.687279647;8
459;SHR 17 Semanas Tratados;7;PBS;8,086,898,919;8,680,765,031;3,646,914,491;0.690869245;9
460;SHR 17 Semanas Tratados;7;PBS;81.07;8,660,268,851;3,580,224,935;0.688074686;10
461;SHR 17 Semanas Tratados;7;PBS;80,884;8,581,114,571;3,537,301,436;0.692311996;11
462;SHR 17 Semanas Tratados;7;PBS;814,349;8,695,705,488;3,538,980,287;0.694082161;12
463;SHR 17 Semanas Tratados;7;PBS;813,086;8,642,084,487;3,535,877,676;0.696723095;13
464;SHR 17 Semanas Tratados;7;PBS;8,132,858,586;8,972,403,611;3,542,110,444;0.691238735;14
465;SHR 17 Semanas Tratados;7;PBS;80,282;859,378,105;3,606,391,253;0.693131307;15
466;SHR 17 Semanas Tratados;7;3 ug/kg;59,163;1,180,574,381;3,572,345,561;0.707963537;1
467;SHR 17 Semanas Tratados;7;3 ug/kg;659,981;1,043,297,615;3,617,463,708;0.698599629;2
468;SHR 17 Semanas Tratados;7;3 ug/kg;714,177,551;9,634,133,533;3,587,545,431;0.702029448;3
469;SHR 17 Semanas Tratados;7;3 ug/kg;763,235;9,317,162,656;3,578,121,802;0.701590199;4
470;SHR 17 Semanas Tratados;7;3 ug/kg;8,008,878,788;9,271,752,611;3,620,153,133;0.703953874;5
471;SHR 17 Semanas Tratados;7;3 ug/kg;845,761;8,899,221,949;3,554,956,658;0.710820702;6
472;SHR 17 Semanas Tratados;7;3 ug/kg;878,457;8,877,954,453;3,634,898,303;0.698426533;7
473;SHR 17 Semanas Tratados;7;3 ug/kg;9,010,761,905;85,955,083;3,648,568,277;0.704570109;8
474;SHR 17 Semanas Tratados;7;3 ug/kg;937,056;87,882,277;3,637,070,496;0.707218132;9
475;SHR 17 Semanas Tratados;7;3 ug/kg;9,681,545,455;8,986,420,171;3,575,081,984;0.708051397;10
476;SHR 17 Semanas Tratados;7;3 ug/kg;98,929;895,585,588;3,580,014,491;0.701972133;11
477;SHR 17 Semanas Tratados;7;3 ug/kg;101,017;8,990,367,854;3,596,608,747;0.707086121;12
478;SHR 17 Semanas Tratados;7;3 ug/kg;1,039,063;9,213,323,867;351,554,765;0.717340055;13
479;SHR 17 Semanas Tratados;7;3 ug/kg;1,051,514;9,482,047,473;367,158,564;0.704552111;14
480;SHR 17 Semanas Tratados;7;3 ug/kg;1,073,777;9,424,803,388;3,551,170,757;0.721910374;15
481;SHR 17 Semanas Tratados;7;10 ug/kg;5,996,803,913;130,593,238;3,819,867,493;0.8494687;1
482;SHR 17 Semanas Tratados;7;10 ug/kg;6,194,737,103;1,278,656,623;3,582,032,637;0.858484483;2
483;SHR 17 Semanas Tratados;7;10 ug/kg;6,633,909,091;1,216,470,464;3,694,174,543;0.778755073;3
484;SHR 17 Semanas Tratados;7;10 ug/kg;6,907,313,131;1,102,744,995;3,577,872,063;0.77461318;4
485;SHR 17 Semanas Tratados;7;10 ug/kg;734,113;1,055,439,692;3,550,585,248;0.744476324;5
