Time(s), Pressure(mmHg), Action Number
2134.52,56.31,8
2134.54,54.33,8
2134.56,53.50,8
2134.58,51.97,8
2134.60,54.55,8
2134.62,73.99,8
2134.64,83.17,8
2134.66,75.46,8
2134.68,63.93,8
2134.70,59.17,8
2134.72,58.73,8
2134.74,58.36,8
2134.76,56.84,8
2134.78,54.71,8
2134.80,53.21,8
2134.82,51.97,8
2134.84,59.36,8
2134.86,78.21,8
2134.88,82.21,8
2134.90,77.31,8
2134.92,65.72,8
2134.94,59.67,8
2134.96,58.73,8
2134.98,58.19,8
2135.00,56.47,8
2135.02,54.51,8
2135.04,53.69,8
2135.06,52.18,8
2135.08,55.92,8
2135.10,75.50,8
2135.12,83.13,8
2135.14,74.78,8
2135.16,63.46,8
2135.18,59.11,8
2135.20,58.78,8
2135.22,58.47,8
2135.24,56.87,8
2135.26,54.77,8
2135.28,53.08,8
2135.30,51.86,8
2135.32,60.66,8
2135.34,70.99,8
2135.36,82.53,8
2135.38,76.79,8
2135.40,65.30,8
2135.42,59.65,8
2135.44,58.88,8
2135.46,58.25,8
2135.48,56.48,8
2135.50,54.56,8
2135.52,53.76,8
2135.54,52.26,8
2135.56,56.87,8
2135.58,76.64,8
2135.60,82.96,8
2135.62,74.10,8
2135.64,63.11,8
2135.66,59.02,8
2135.68,58.71,8
2135.70,58.37,8
2135.72,56.82,8
2135.74,54.76,8
2135.76,53.10,8
2135.78,51.72,8
2135.80,61.29,8
2135.82,79.65,8
2135.84,82.65,8
2135.86,76.52,8
2135.88,65.08,8
2135.90,59.67,8
2135.92,58.95,8
2135.94,58.30,8
2135.96,56.51,8
2135.98,54.62,8
2136.00,53.85,8
2136.02,52.37,8
2136.04,57.55,8
2136.06,77.27,8
2136.08,82.93,8
2136.10,73.52,8
2136.12,62.84,8
2136.14,59.08,8
2136.16,58.74,8
2136.18,58.28,8
2136.20,56.71,8
2136.22,54.73,8
2136.24,53.13,8
2136.26,51.77,8
2136.28,61.37,8
2136.30,79.88,8
2136.32,82.88,8
2136.34,76.76,8
2136.36,65.29,8
2136.38,59.85,8
2136.40,59.14,8
2136.42,58.50,8
2136.44,56.69,8
2136.46,54.81,8
2136.48,54.02,8
2136.50,52.56,8
2136.52,57.93,8
2136.54,77.52,8
2136.56,82.90,8
2136.58,73.47,8
2136.60,62.78,8
2136.62,60.22,8
2136.64,58.95,8
2136.66,58.35,8
2136.68,56.65,8
2136.70,54.75,8
2136.72,53.22,8
2136.74,51.97,8
2136.76,62.36,8
2136.78,72.85,8
2136.80,83.25,8
2136.82,76.79,8
2136.84,65.38,8
2136.86,60.11,8
2136.88,59.43,8
2136.90,58.74,8
2136.92,56.91,8
2136.94,55.65,8
2137.00,64.46,8
2137.02,74.76,8
2137.04,83.45,8
2137.06,75.76,8
2137.08,64.35,8
2137.10,59.53,8
2137.12,59.06,8
2137.14,58.13,8
2137.16,56.10,8
2137.18,55.09,8
2137.20,53.56,8
2137.22,52.21,8
2137.24,60.08,8
2137.26,79.49,8
2137.28,82.71,8
2137.30,72.73,8
2137.32,62.92,8
2137.34,60.73,8
2137.36,59.75,8
2137.38,59.22,8
2137.40,57.46,8
2137.42,55.52,8
2137.44,53.98,8
2137.46,53.11,8
2137.48,66.17,8
2137.50,76.12,8
2137.52,83.26,8
2137.54,74.78,8
2137.56,63.80,8
2137.58,59.59,8
2137.60,59.02,8
2137.62,58.12,8
2137.64,56.05,8
2137.66,54.99,8
2137.68,53.36,8
2137.70,52.11,8
2137.72,61.30,8
2137.74,80.61,8
2137.76,82.84,8
2137.78,72.20,8
2137.80,66.52,8
2137.82,60.65,8
2137.84,59.83,8
2137.86,59.25,8
2137.88,57.44,8
2137.90,55.51,8
2137.92,53.98,8
2137.94,53.38,8
2137.96,57.85,8
2137.98,76.95,8
2138.00,82.82,8
2138.02,73.81,8
2138.04,63.23,8
2138.06,59.51,8
2138.08,59.01,8
2138.10,57.86,8
2138.12,56.93,8
2138.14,54.89,8
2138.16,53.23,8
2138.18,51.99,8
2138.20,62.42,8
2138.22,81.36,8
2138.24,82.57,8
2138.26,71.55,8
2138.28,65.89,8
2138.30,60.39,8
2138.32,59.73,8
2138.34,59.12,8
2138.36,57.29,8
2138.38,55.40,8
2138.40,53.88,8
2138.42,53.58,8
2138.44,58.68,8
2138.46,77.51,8
2138.48,82.12,8
2138.50,72.62,8
2138.52,62.58,8
2138.54,59.29,8
2138.56,58.90,8
2138.58,57.66,8
2138.60,56.60,8
2138.62,54.65,8
2138.64,53.11,8
2138.66,51.92,8
2138.68,63.68,8
2138.70,81.95,8
2138.72,81.98,8
2138.74,70.61,8
2138.76,65.21,8
2138.78,60.03,8
2138.80,59.50,8
2138.82,58.85,8
2138.84,57.00,8
2138.86,55.18,8
2138.88,53.66,8
2138.90,54.19,8
2138.92,60.66,8
2138.94,78.85,8
2138.96,81.19,8
2138.98,70.90,8
2139.00,61.72,8
2139.02,59.13,8
2139.04,58.79,8
2139.06,57.46,8
2139.08,56.41,8
2139.10,54.33,8
2139.12,52.87,8
2139.14,52.30,8
2139.16,66.98,8
2139.18,83.03,8
2139.20,80.60,8
2139.22,68.76,8
2139.24,63.92,8
2139.26,59.80,8
2139.28,59.27,8
2139.30,58.41,8
2139.32,56.55,8
2139.34,54.82,8
2139.36,53.35,8
2139.38,55.05,8
2139.40,62.79,8
2139.42,80.02,8
2139.44,80.26,8
2139.46,69.33,8
2139.48,60.99,8
2139.50,59.01,8
2139.52,58.65,8
2139.54,57.22,8
2139.56,56.18,8
2139.58,54.20,8
2139.60,52.58,8
2139.62,52.66,8
2139.65,68.99,8
2139.67,83.20,8
2139.69,79.14,8
2139.71,67.30,8
2139.73,62.91,8
2139.75,59.45,8
2139.77,59.03,8
2139.79,57.85,8
2139.81,55.98,8
2139.83,54.37,8
2139.85,52.93,8
2139.87,55.96,8
2139.89,64.65,8
2139.91,80.84,8
2139.93,79.46,8
2139.95,68.21,8
2139.97,60.55,8
2139.99,58.93,8
2140.01,58.59,8
2140.03,57.05,8
2140.05,56.02,8
2140.07,54.15,8
2140.09,52.57,8
2140.11,53.28,8
2140.13,71.14,8
2140.15,83.42,8
2140.17,77.70,8
2140.23,59.12,8
2140.25,59.00,8
2140.27,57.89,8
2140.29,55.82,8
2140.31,54.19,8
2140.33,52.83,8
2140.35,54.65,8
2140.37,72.73,8
2140.39,82.61,8
2140.41,80.62,8
2140.43,69.71,8
2140.45,61.21,8
2140.47,59.12,8
2140.49,58.81,8
2140.51,57.45,8
2140.53,55.40,8
2140.55,53.73,8
2140.57,52.97,8
2140.59,52.76,8
2140.61,68.60,8
2140.63,83.09,8
2140.65,79.06,8
2140.67,67.03,8
2140.69,60.22,8
2140.71,59.16,8
2140.73,59.05,8
2140.75,57.90,8
2140.77,55.79,8
2140.79,53.99,8
2140.81,52.64,8
2140.83,55.21,8
2140.85,73.87,8
2140.87,82.78,8
2140.89,80.44,8
2140.91,69.32,8
2140.93,61.15,8
2140.95,59.29,8
2140.97,58.96,8
2140.99,57.53,8
2141.01,55.52,8
2141.03,53.87,8
2141.05,53.12,8
2141.07,53.27,8
2141.09,69.91,8
2141.11,83.25,8
2141.13,78.62,8
2141.15,66.67,8
2141.17,60.14,8
2141.19,59.14,8
2141.21,59.06,8
2141.23,57.92,8
2141.25,55.84,8
2141.27,54.01,8
2141.29,52.50,8
2141.31,55.35,8
2141.33,74.29,8
2141.35,82.90,8
2141.37,80.45,8
2141.39,69.26,8
2141.41,61.20,8
2141.43,59.39,8
2141.45,59.06,8
2141.47,57.60,8
2141.49,55.60,8
2141.51,54.00,8
2141.53,53.24,8
2141.55,53.65,8
2141.57,70.69,8
2141.59,83.35,8
2141.61,78.05,8
2141.63,66.26,8
2141.65,60.02,8
2141.67,59.03,8
2141.69,58.90,8
2141.71,57.78,8
2141.73,55.77,8
2141.75,53.98,8
2141.77,52.42,8
2141.79,55.71,8
2141.81,74.92,8
2141.83,82.93,8
2141.85,80.24,8
2141.87,69.00,8
2141.89,61.16,8
2141.91,59.44,8
2141.93,59.12,8
2141.95,57.65,8
2141.97,55.65,8
2141.99,54.06,8
2142.01,53.32,8
2142.03,54.02,8
2142.05,71.43,8
2142.07,83.49,8
2142.09,77.75,8
2142.11,65.90,8
2142.13,60.08,8
2142.15,59.15,8
2142.17,58.93,8
2142.19,57.66,8
2142.21,55.70,8
2142.23,54.05,8
2142.25,52.52,8
2142.27,56.06,8
2142.29,75.45,8
2142.31,81.89,8
2142.33,80.50,8
2142.35,69.20,8
2142.37,61.40,8
2142.39,59.72,8
2142.41,59.37,8
2142.43,57.87,8
2142.45,55.91,8
2142.47,54.39,8
2142.49,53.66,8
2142.51,54.30,8
2142.53,71.64,8
2142.55,83.88,8
2142.57,77.74,8
2142.59,65.79,8
2142.61,60.43,8
2142.63,59.65,8
2142.65,59.28,8
2142.67,57.78,8
2142.69,55.84,8
2142.71,54.18,8
2142.73,52.62,8
2142.75,56.54,8
2142.77,76.45,8
2142.79,83.87,8
2142.81,80.72,8
2142.83,69.08,8
2142.85,61.83,8
2142.87,60.31,8
2142.89,59.58,8
2142.91,58.04,8
2142.93,56.17,8
2142.95,54.51,8
2142.97,53.76,8
2142.99,54.92,8
2143.01,72.76,8
2143.03,84.12,8
2143.05,77.45,8
2143.07,65.61,8
2143.09,60.31,8
2143.11,60.00,8
2143.13,60.28,8
2143.15,57.58,8
2143.17,54.85,8
2143.19,54.55,8
2143.21,53.13,8
2143.23,57.30,8
2143.25,77.70,8
2143.27,84.24,8
2143.29,80.71,8
2143.31,68.87,8
2143.33,61.77,8
2143.35,60.39,8
2143.37,59.84,8
2143.39,58.26,8
2143.41,56.36,8
2143.43,54.71,8
2143.45,53.94,8
2143.47,55.84,8
2143.49,74.12,8
2143.51,83.71,8
2143.53,76.57,8
2143.55,65.21,8
2143.57,60.29,8
2143.59,59.76,8
2143.61,59.31,8
2143.63,57.72,8
2143.65,55.90,8
2143.67,54.19,8
2143.69,52.65,8
2143.71,58.74,8
2143.73,79.00,8
2143.75,84.23,8
2143.77,80.14,8
2143.79,68.20,8
2143.81,61.90,8
2143.83,60.76,8
2143.85,60.17,8
2143.87,58.24,8
2143.89,55.95,8
2143.91,54.99,8
2143.93,52.80,8
2143.95,56.64,8
2143.97,76.83,8
2143.99,83.19,8
2144.01,74.69,8
2144.03,64.95,8
2144.05,60.42,8
2144.07,59.57,8
2144.09,58.96,8
2144.11,57.85,8
2144.13,55.67,8
2144.15,53.75,8
2144.17,52.51,8
2144.19,60.37,8
2144.21,80.18,8
2144.23,84.45,8
2144.25,79.61,8
2144.27,67.56,8
2144.29,61.07,8
2144.31,60.22,8
2144.33,59.78,8
2144.35,58.01,8
2144.37,56.08,8
2144.39,55.30,8
2144.41,53.82,8
2144.43,57.33,8
2144.45,76.05,8
2144.47,82.96,8
2144.49,74.46,8
2144.51,63.86,8
2144.53,59.95,8
2144.55,59.63,8
2144.57,59.17,8
2144.59,57.47,8
2144.61,55.35,8
2144.63,53.84,8
2144.65,52.44,8
2144.67,62.03,8
2144.69,81.30,8
2144.71,84.64,8
2144.73,78.54,8
2144.75,66.63,8
2144.77,60.83,8
2144.79,60.05,8
2144.81,59.49,8
2144.83,57.73,8
2144.85,55.86,8
2144.87,55.09,8
2144.89,53.65,8
2144.91,59.00,8
2144.93,77.71,8
2144.95,82.30,8
2144.97,72.80,8
2144.99,62.90,8
2145.01,59.77,8
2145.03,59.58,8
2145.05,59.05,8
2145.07,57.24,8
2145.09,55.17,8
2145.11,53.59,8
2145.13,52.51,8
2145.15,64.32,8
2145.17,82.34,8
2145.19,84.48,8
2145.21,77.15,8
2145.23,65.58,8
2145.25,60.58,8
2145.27,59.92,8
2145.29,59.14,8
2145.31,57.35,8
2145.33,55.58,8
2145.35,54.82,8
2145.37,53.42,8
2145.39,60.48,8
2145.41,78.90,8
2145.43,81.84,8
2145.45,71.72,8
2145.47,62.39,8
2145.49,59.74,8
2145.51,59.60,8
2145.53,58.99,8
2145.55,57.13,8
2145.61,53.19,8
2145.63,58.96,8
2145.65,78.85,8
2145.67,83.51,8
2145.69,73.84,8
2145.71,63.54,8
2145.73,60.13,8
2145.75,59.75,8
2145.77,59.31,8
2145.79,57.57,8
2145.81,55.71,8
2145.83,54.25,8
2145.85,53.27,8
2145.87,64.96,8
2145.89,81.51,8
2145.91,80.43,8
2145.93,69.19,8
2145.95,64.35,8
2145.97,60.13,8
2145.99,59.67,8
2146.01,58.83,8
2146.03,56.87,8
2146.05,55.00,8
2146.07,53.41,8
2146.09,54.01,8
2146.11,61.12,8
2146.13,80.56,8
2146.15,82.93,8
2146.17,72.25,8
2146.19,62.71,8
2146.21,60.09,8
2146.23,59.77,8
2146.25,58.43,8
2146.27,57.37,8
2146.29,55.40,8
2146.31,54.00,8
2146.33,53.62,8
2146.35,68.07,8
2146.37,82.77,8
2146.39,79.54,8
2146.41,68.00,8
2146.43,63.66,8
2146.45,60.23,8
2146.47,59.91,8
2146.49,58.86,8
2146.51,56.86,8
2146.53,55.05,8
2146.55,53.49,8
2146.57,55.67,8
2146.59,64.15,8
2146.61,82.14,8
2146.63,82.21,8
2146.65,70.80,8
2146.67,62.08,8
2146.69,60.07,8
2146.71,59.83,8
2146.73,58.35,8
2146.75,57.26,8
2146.77,55.25,8
2146.79,53.75,8
2146.81,53.89,8
2146.83,69.90,8
2146.85,83.36,8
2146.87,79.01,8
2146.89,73.16,8
2146.91,63.34,8
2146.93,60.31,8
2146.95,60.05,8
2146.97,58.90,8
2146.99,56.88,8
2147.01,55.13,8
2147.03,53.59,8
2147.05,56.92,8
2147.07,66.18,8
2147.09,82.91,8
2147.11,81.34,8
2147.13,69.78,8
2147.15,61.70,8
2147.17,59.98,8
2147.19,59.70,8
2147.21,58.20,8
2147.23,57.11,8
2147.25,55.16,8
2147.27,53.57,8
2147.29,54.34,8
2147.31,71.64,8
2147.33,83.63,8
2147.35,78.14,8
2147.37,72.17,8
2147.39,62.90,8
2147.41,60.34,8
2147.43,60.10,8
2147.45,58.82,8
2147.47,56.81,8
2147.49,55.11,8
2147.51,53.61,8
2147.53,53.70,8
2147.55,68.11,8
2147.57,83.55,8
2147.59,80.46,8
2147.61,68.65,8
2147.63,61.43,8
2147.65,59.98,8
2147.67,59.52,8
2147.69,58.86,8
2147.71,56.94,8
2147.73,55.11,8
2147.75,53.55,8
2147.77,54.87,8
2147.79,73.05,8
2147.81,83.91,8
2147.83,77.66,8
2147.85,71.64,8
2147.87,62.78,8
2147.89,60.49,8
2147.91,60.22,8
2147.93,58.89,8
2147.95,56.88,8
2147.97,55.21,8
2147.99,53.71,8
2148.01,54.09,8
2148.03,69.36,8
2148.05,83.98,8
2148.07,80.23,8
2148.09,68.27,8
2148.11,61.42,8
2148.13,60.23,8
2148.15,59.64,8
2148.17,58.87,8
2148.19,56.86,8
2148.21,55.16,8
2148.23,53.63,8
2148.25,55.68,8
2148.27,74.49,8
2148.29,84.41,8
2148.31,77.63,8
2148.33,71.56,8
2148.35,62.95,8
2148.37,60.85,8
2148.39,60.56,8
2148.41,59.14,8
2148.43,57.12,8
2148.45,55.45,8
2148.47,53.98,8
2148.49,54.79,8
2148.51,71.17,8
2148.53,84.36,8
2148.55,79.53,8
2148.57,67.70,8
2148.59,61.31,8
2148.61,60.36,8
2148.63,59.76,8
2148.65,58.92,8
2148.67,56.75,8
2148.69,55.03,8
2148.71,53.64,8
2148.73,57.18,8
2148.75,76.87,8
2148.77,84.78,8
2148.79,76.78,8
2148.81,70.69,8
2148.83,62.77,8
2148.85,61.05,8
2148.87,60.72,8
2148.89,59.19,8
2148.91,57.15,8
2148.93,55.52,8
2148.95,54.19,8
2148.97,56.00,8
2148.99,73.80,8
2149.01,84.41,8
2149.03,77.90,8
2149.05,66.37,8
2149.07,61.10,8
2149.09,60.29,8
2149.11,59.57,8
2149.13,58.72,8
2149.15,56.52,8
2149.17,54.78,8
2149.19,53.38,8
2149.21,59.67,8
2149.23,79.67,8
2149.25,84.63,8
2149.27,74.98,8
2149.29,69.01,8
2149.31,62.22,8
2149.33,61.09,8
2149.35,60.63,8
2149.37,58.94,8
2149.39,56.94,8
2149.41,55.36,8
2149.43,54.37,8
2149.45,57.70,8
2149.47,76.40,8
2149.49,83.96,8
2149.51,75.78,8
2149.53,64.92,8
2149.55,60.80,8
2149.57,60.27,8
2149.59,59.16,8
2149.61,58.24,8
2149.63,56.21,8
2149.65,54.49,8
2149.67,53.10,8
2149.69,62.21,8
2149.71,81.68,8
2149.73,83.95,8
2149.75,73.23,8
2149.77,67.49,8
2149.79,61.63,8
2149.81,60.90,8
2149.83,60.36,8
2149.85,58.54,8
2149.88,56.61,8
2149.90,55.07,8
2149.92,54.62,8
2149.94,59.47,8
2149.96,78.26,8
2149.98,83.15,8
2150.00,73.72,8
2150.02,63.69,8
2150.04,60.46,8
2150.06,60.09,8
2150.08,58.87,8
2150.10,57.80,8
2150.12,55.77,8
2150.14,54.22,8
2150.16,53.06,8
2150.18,65.30,8
2150.20,83.21,8
2150.22,82.73,8
2150.24,71.22,8
2150.26,65.98,8
2150.28,61.13,8
2150.30,60.62,8
2150.32,59.93,8
2150.34,58.04,8
2150.36,56.20,8
2150.38,54.69,8
2150.40,55.65,8
2150.42,62.68,8
2150.44,80.45,8
2150.46,81.74,8
2150.48,71.08,8
2150.50,62.40,8
2150.52,60.22,8
2150.54,59.87,8
2150.56,59.33,8
2150.58,57.40,8
2150.60,55.33,8
2150.62,53.82,8
2150.64,53.68,8
2150.66,69.68,8
2150.68,84.26,8
2150.74,62.26,8
2150.76,60.94,8
2150.78,60.41,8
2150.80,59.51,8
2150.82,57.66,8
2150.84,55.90,8
2150.86,54.41,8
2150.88,55.89,8
2150.90,73.49,8
2150.92,80.90,8
2150.94,81.44,8
2150.96,70.57,8
2150.98,62.21,8
2151.00,60.21,8
2151.02,59.90,8
2151.04,58.46,8
2151.06,56.38,8
2151.08,55.47,8
2151.10,53.78,8
2151.12,54.04,8
2151.14,71.01,8
2151.16,84.37,8
2151.18,79.54,8
2151.20,67.76,8
2151.22,61.46,8
2151.24,60.62,8
2151.26,60.25,8
2151.28,58.97,8
2151.30,56.97,8
2151.32,55.37,8
2151.34,53.97,8
2151.36,58.17,8
2151.38,77.06,8
2151.40,82.65,8
2151.42,79.97,8
2151.44,68.52,8
2151.46,61.55,8
2151.48,60.26,8
2151.50,59.84,8
2151.52,58.21,8
2151.54,56.18,8
2151.56,55.33,8
2151.58,53.74,8
2151.60,55.83,8
2151.62,75.04,8
2151.64,84.65,8
2151.66,77.13,8
2151.68,65.65,8
2151.70,62.39,8
2151.72,60.48,8
2151.74,60.12,8
2151.76,58.59,8
2151.78,56.44,8
2151.80,54.87,8
2151.82,53.63,8
2151.84,61.69,8
2151.86,80.21,8
2151.88,83.71,8
2151.90,78.15,8
2151.92,66.71,8
2151.94,61.16,8
2151.96,60.43,8
2151.98,59.81,8
2152.00,57.98,8
2152.02,56.03,8
2152.04,55.22,8
2152.06,53.69,8
2152.08,59.16,8
2152.10,78.81,8
2152.12,84.12,8
2152.14,74.63,8
2152.16,64.08,8
2152.18,60.61,8
2152.20,60.45,8
2152.22,60.01,8
2152.28,54.25,8
2152.30,53.59,8
2152.32,58.80,8
2152.34,78.06,8
2152.36,83.51,8
2152.38,74.36,8
2152.40,64.20,8
2152.42,60.78,8
2152.44,60.48,8
2152.46,60.13,8
2152.48,58.47,8
2152.50,56.47,8
2152.52,54.89,8
2152.54,53.73,8
2152.56,65.58,8
2152.58,82.89,8
2152.60,81.92,8
2152.62,76.69,8
2152.64,65.47,8
2152.66,60.80,8
2152.68,60.28,8
2152.70,59.53,8
2152.72,57.59,8
2152.74,55.65,8
2152.76,54.04,8
2152.78,53.32,8
2152.80,60.97,8
2152.82,79.98,8
2152.84,83.01,8
2152.86,72.91,8
2152.88,63.50,8
2152.90,60.79,8
2152.92,60.52,8
2152.94,60.11,8
2152.96,58.31,8
2152.98,56.39,8
2153.00,54.82,8
2153.02,54.18,8
2153.04,68.51,8
2153.06,-1.56,8
2153.12,62.03,8
2153.14,60.84,8
2153.16,60.31,8
2153.18,59.33,8
2153.20,57.41,8
2153.22,55.59,8
2153.24,54.04,8
2153.26,55.12,8
2153.28,62.58,8
2153.30,81.16,8
2153.32,82.88,8
2153.34,72.36,8
2153.36,63.41,8
2153.38,61.03,8
2153.40,60.76,8
2153.42,60.27,8
2153.44,58.43,8
2153.46,56.53,8
2153.48,54.98,8
2153.50,54.62,8
2153.52,69.89,8
2153.54,84.26,8
2153.56,80.38,8
2153.58,68.53,8
2153.60,64.15,8
2153.62,60.85,8
2153.64,60.52,8
2153.66,59.28,8
2153.68,57.18,8
2153.70,55.49,8
2153.72,54.00,8
2153.74,56.76,8
2153.76,65.63,8
2153.78,82.92,8
2153.80,82.35,8
2153.82,71.26,8
2153.84,63.14,8
2153.86,61.31,8
2153.88,60.98,8
2153.90,60.37,8
2153.92,58.43,8
2153.94,56.58,8
2153.96,55.04,8
2153.98,55.92,8
2154.00,73.39,8
2154.02,84.70,8
2154.04,78.58,8
2154.06,66.99,8
2154.08,63.33,8
2154.10,60.78,8
2154.12,60.50,8
2154.14,59.12,8
2154.16,56.90,8
2154.18,55.19,8
2154.20,53.82,8
2154.22,59.44,8
2154.24,69.63,8
2154.26,84.66,8
2154.28,81.24,8
2154.30,69.58,8
2154.32,62.68,8
2154.34,61.47,8
2154.36,61.02,8
2154.38,59.34,8
2154.40,58.29,8
2154.42,56.49,8
2154.44,54.98,8
2154.46,57.66,8
2154.48,76.36,8
2154.50,84.50,8
2154.52,76.57,8
2154.54,65.61,8
2154.56,62.64,8
2154.58,60.88,8
2154.60,60.33,8
2154.62,58.81,8
2154.64,56.69,8
2154.66,54.96,8
2154.68,53.60,8
2154.70,62.61,8
2154.72,73.37,8
2154.74,85.51,8
2154.76,79.74,8
2154.78,67.90,8
2154.80,62.19,8
2154.82,61.48,8
2154.84,60.88,8
2154.86,60.07,8
2154.88,58.02,8
2154.90,56.31,8
2154.92,54.84,8
2154.94,60.29,8
2154.96,79.10,8
2154.98,83.63,8
2155.00,74.08,8
2155.02,68.31,8
2155.04,61.92,8
2155.06,60.84,8
2155.08,60.21,8
2155.10,58.28,8
2155.12,56.33,8
2155.14,54.70,8
2155.16,53.65,8
2155.18,57.21,8
2155.20,77.14,8
2155.22,85.59,8
2155.24,77.55,8
2155.26,66.25,8
2155.28,61.68,8
2155.30,61.31,8
2155.32,60.55,8
2155.34,59.63,8
2155.36,57.60,8
2155.38,55.98,8
2155.40,54.66,8
2155.42,63.70,8
2155.44,81.31,8
2155.46,82.15,8
2155.48,71.40,8
2155.50,66.24,8
2155.52,61.39,8
2155.54,60.72,8
2155.56,59.93,8
2155.58,57.92,8
2155.60,55.85,8
2155.62,54.41,8
2155.64,54.35,8
2155.66,60.32,8
2155.68,80.26,8
2155.70,84.82,8
2155.72,75.04,8
2155.74,64.76,8
2155.76,61.45,8
2155.78,61.04,8
2155.80,59.71,8
2155.86,55.16,8
2155.88,54.56,8
2155.90,63.14,8
2155.92,80.87,8
2155.94,82.12,8
2155.96,71.50,8
2155.98,62.97,8
2156.00,60.81,8
2156.02,60.49,8
2156.04,59.95,8
2156.06,58.03,8
2156.08,56.00,8
2156.10,54.34,8
2156.12,54.28,8
2156.14,70.39,8
2156.16,84.63,8
2156.18,80.62,8
2156.20,74.81,8
2156.22,64.62,8
2156.24,61.28,8
2156.26,60.87,8
2156.28,59.67,8
2156.30,57.72,8
2156.32,56.09,8
2156.34,54.64,8
2156.36,54.52,8
2156.38,67.33,8
2156.40,82.74,8
2156.42,80.47,8
2156.44,69.17,8
2156.46,62.12,8
2156.48,60.78,8
2156.50,60.36,8
2156.52,59.69,8
2156.54,57.67,8
2156.56,55.81,8
2156.58,54.20,8
2156.60,55.73,8
2156.62,74.55,8
2156.64,85.08,8
2156.66,78.22,8
2156.68,72.05,8
2156.70,63.28,8
2156.72,61.12,8
2156.74,60.76,8
2156.76,59.26,8
2156.78,57.11,8
2156.80,55.59,8
2156.82,54.27,8
2156.84,55.07,8
2156.86,71.08,8
2156.88,83.95,8
2156.90,79.20,8
2156.92,67.77,8
2156.94,61.89,8
2156.96,61.01,8
2156.98,60.43,8
2157.00,59.66,8
2157.02,57.61,8
2157.04,55.82,8
2157.06,54.28,8
2157.08,58.35,8
2157.10,78.02,8
2157.12,84.98,8
2157.14,76.15,8
2157.16,69.98,8
2157.18,62.53,8
2157.20,61.18,8
2157.22,60.64,8
2157.24,59.05,8
2157.26,56.97,8
2157.28,55.23,8
2157.30,54.11,8
2157.32,56.56,8
2157.34,74.73,8
2157.36,84.39,8
2157.38,77.55,8
2157.40,66.49,8
2157.42,61.71,8
2157.44,61.19,8
2157.46,60.44,8
2157.48,59.54,8
2157.50,57.48,8
2157.52,55.80,8
2157.54,54.34,8
2157.56,61.68,8
2157.58,80.96,8
2157.60,84.08,8
2157.62,73.95,8
2157.64,68.18,8
2157.66,61.99,8
2157.68,61.08,8
2157.70,60.57,8
2157.72,58.75,8
2157.74,56.69,8
2157.76,55.03,8
2157.78,54.15,8
2157.80,58.06,8
2157.82,77.27,8
2157.84,84.40,8
2157.86,76.08,8
2157.88,65.52,8
2157.90,61.66,8
2157.92,61.28,8
2157.94,60.34,8
2157.96,59.40,8
2157.98,57.37,8
2158.00,55.74,8
2158.02,54.37,8
2158.04,63.88,8
2158.06,82.43,8
2158.08,83.51,8
2158.10,72.53,8
2158.12,67.15,8
2158.14,61.84,8
2158.16,61.07,8
2158.18,60.36,8
2158.20,58.53,8
2158.22,56.57,8
2158.24,54.97,8
2158.26,54.16,8
2158.28,59.31,8
2158.30,78.78,8
2158.32,84.35,8
2158.34,75.31,8
2158.36,65.16,8
2158.38,61.75,8
2158.40,61.43,8
2158.42,60.38,8
2158.44,59.41,8
2158.46,57.41,8
2158.48,55.83,8
2158.50,54.59,8
2158.52,65.53,8
2158.54,83.26,8
2158.56,83.08,8
2158.58,71.74,8
2158.60,66.53,8
2158.62,61.85,8
2158.64,61.26,8
2158.66,60.30,8
2158.68,58.35,8
2158.70,56.51,8
2158.72,54.98,8
2158.74,54.95,8
2158.76,60.88,8
2158.78,80.21,8
2158.80,84.42,8
2158.82,74.84,8
2158.84,65.04,8
2158.86,62.01,8
2158.88,61.70,8
2158.90,60.52,8
2158.92,59.52,8
2158.94,57.55,8
2158.96,55.99,8
2158.98,54.91,8
2159.00,67.36,8
2159.02,84.02,8
2159.04,82.56,8
2159.06,77.20,8
2159.08,66.14,8
2159.10,61.82,8
2159.12,61.42,8
2159.14,60.37,8
2159.16,58.26,8
2159.18,56.40,8
2159.20,54.96,8
2159.22,55.66,8
2159.24,62.69,8
2159.26,81.86,8
2159.28,84.45,8
2159.30,74.28,8
2159.32,64.92,8
2159.34,62.27,8
2159.36,61.98,8
2159.38,60.68,8
2159.40,59.65,8
2159.42,57.70,8
2159.44,56.13,8
2159.46,55.43,8
2159.48,69.42,8
2159.50,84.54,8
2159.52,81.54,8
2159.54,75.90,8
2159.56,65.48,8
2159.58,61.84,8
2159.60,61.36,8
2159.62,60.30,8
2159.64,58.15,8
2159.66,56.22,8
2159.68,54.76,8
2159.70,54.27,8
2159.72,64.39,8
2159.74,83.13,8
2159.76,84.31,8
2159.78,73.42,8
2159.80,64.54,8
2159.82,62.29,8
2159.84,62.00,8
2159.86,61.47,8
2159.88,59.57,8
2159.90,57.65,8
2159.92,56.09,8
2159.94,55.84,8
2159.96,71.11,8
2159.98,84.69,8
2160.00,80.45,8
2160.02,74.60,8
2160.04,64.80,8
2160.06,61.76,8
2160.08,61.31,8
2160.10,59.99,8
2160.13,57.94,8
2160.15,56.07,8
2160.17,54.50,8
2160.19,54.18,8
2160.21,66.46,8
